instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weekday_name,year_label,temp_c,hum_pct
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Winter,Hujan Ringan/Salju,Selasa,2012,18.04,88.0
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Winter,Berkabut,Rabu,2012,13.045462,82.5455
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Winter,Berkabut,Kamis,2012,14.657499999999999,66.6667
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Winter,Berkabut,Jumat,2012,14.999153000000002,58.166700000000006
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Winter,Cerah/Berawan,Sabtu,2012,14.555,52.208299999999994
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Winter,Berkabut,Minggu,2012,14.076653,49.125
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Winter,Cerah/Berawan,Senin,2012,13.359153,53.2917
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Winter,Cerah/Berawan,Selasa,2012,13.085847,49.416700000000006
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Winter,Cerah/Berawan,Rabu,2012,11.514153,56.7083
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Winter,Berkabut,Kamis,2012,12.129153,54.75
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Winter,Cerah/Berawan,Jumat,2012,14.439134,33.3478
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Winter,Cerah/Berawan,Sabtu,2012,14.828347,54.0833
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Winter,Cerah/Berawan,Minggu,2012,15.955846999999999,64.5417
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Winter,Cerah/Berawan,Senin,2012,17.254153000000002,65.91669999999999
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Winter,Cerah/Berawan,Selasa,2012,19.884999999999998,74.16669999999999
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Winter,Berkabut,Rabu,2012,14.076653,66.29169999999999
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Winter,Cerah/Berawan,Kamis,2012,11.855847,55.2083
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Winter,Berkabut,Jumat,2012,13.188346999999998,62.0417
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Winter,Cerah/Berawan,Sabtu,2012,14.145,52.4583
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Winter,Cerah/Berawan,Minggu,2012,13.325000000000001,54.541700000000006
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Winter,Cerah/Berawan,Senin,2012,14.0425,69.2917
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Winter,Berkabut,Selasa,2012,15.614152999999998,62.3333
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Winter,Berkabut,Rabu,2012,15.340847000000002,68.5
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Winter,Cerah/Berawan,Kamis,2012,14.486653,61.375
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Winter,Cerah/Berawan,Jumat,2012,13.940000000000001,58.0417
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Winter,Cerah/Berawan,Sabtu,2012,15.101653,56.875
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Winter,Cerah/Berawan,Minggu,2012,11.411653,40.4583
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Winter,Cerah/Berawan,Senin,2012,10.079153,46.8333
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Winter,Cerah/Berawan,Selasa,2012,12.846652999999998,53.541700000000006
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Winter,Berkabut,Rabu,2012,11.958347,78.6667
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Winter,Cerah/Berawan,Kamis,2012,12.163347,50.625
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Winter,Cerah/Berawan,Jumat,2012,11.51567,55.565200000000004
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Winter,Cerah/Berawan,Sabtu,2012,12.231653000000001,64.95830000000001
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Winter,Berkabut,Minggu,2012,12.231653000000001,80.6667
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Winter,Berkabut,Senin,2012,14.247499999999999,82.3333
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Winter,Cerah/Berawan,Selasa,2012,18.552500000000002,76.75
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Winter,Cerah/Berawan,Rabu,2012,19.509153,73.375
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Winter,Cerah/Berawan,Kamis,2012,17.971653,48.5
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Winter,Cerah/Berawan,Jumat,2012,10.489152999999998,50.875
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Winter,Berkabut,Sabtu,2012,13.154152999999999,76.4167
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Winter,Berkabut,Minggu,2012,15.648347,91.125
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Winter,Berkabut,Senin,2012,15.750846999999998,90.5417
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Winter,Berkabut,Selasa,2012,17.869153,92.5
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Winter,Berkabut,Rabu,2012,14.486653,59.66669999999999
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Winter,Berkabut,Kamis,2012,12.1975,53.833299999999994
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Winter,Cerah/Berawan,Jumat,2012,12.129153,48.5833
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Winter,Cerah/Berawan,Sabtu,2012,11.548347,64.29169999999999
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Winter,Cerah/Berawan,Minggu,2012,13.290847,65.0417
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Winter,Berkabut,Senin,2012,14.862499999999999,83.875
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Winter,Berkabut,Selasa,2012,16.126653,90.7083
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Winter,Cerah/Berawan,Rabu,2012,16.844153,66.625
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Winter,Cerah/Berawan,Kamis,2012,13.6325,62.5417
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Winter,Berkabut,Jumat,2012,13.530000000000001,66.79169999999999
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Spring,Berkabut,Sabtu,2012,13.393346999999999,55.666700000000006
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Spring,Cerah/Berawan,Minggu,2012,10.899153,44.125
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Spring,Cerah/Berawan,Senin,2012,10.079153,51.5417
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Spring,Berkabut,Selasa,2012,9.483464,79.1304
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Spring,Berkabut,Rabu,2012,11.943464,73.47829999999999
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Spring,Hujan Ringan/Salju,Kamis,2012,9.976652999999999,82.3333
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Spring,Berkabut,Jumat,2012,10.420846999999998,65.29169999999999
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Spring,Berkabut,Sabtu,2012,10.386652999999999,59.0
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Spring,Berkabut,Minggu,2012,10.386652999999999,75.29169999999999
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Spring,Cerah/Berawan,Senin,2012,10.489152999999998,48.3333
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Spring,Berkabut,Selasa,2012,8.849153,57.75
